date,average_price,PLU4046,PLU4225,PLU4770,amount_from_small_bags,amount_from_large_bags,amount_from_xlarge_bags,type,year,region_grouping,region,total_consumption
1/25/2015,1.5,1321,54007,75,57910,740,0,conventional,2015,city,BuffaloRochester,114053
1/18/2015,1.52,1625,61860,133,43420,2,0,conventional,2015,city,BuffaloRochester,107040
1/11/2015,1.54,1642,50985,80,53514,0,0,conventional,2015,city,BuffaloRochester,106221
1/4/2015,1.4,3268,55693,110,57183,0,0,conventional,2015,city,BuffaloRochester,116254
12/27/2015,0.9,1833947,1760956,232756,1090140,110737,11830,conventional,2015,state,California,5040366
12/20/2015,0.94,1676601,1543281,266690,1061704,136747,10715,conventional,2015,state,California,4695738
12/13/2015,0.87,1806690,1627241,232985,1404012,180150,8276,conventional,2015,state,California,5259354
12/6/2015,0.78,1943066,2100246,221957,1376641,126664,6962,conventional,2015,state,California,5775536
11/29/2015,0.91,1461699,1810203,222311,991569,82338,7590,conventional,2015,state,California,4575710
11/22/2015,0.92,1602216,1917125,215632,979613,82444,7249,conventional,2015,state,California,4804279
11/15/2015,0.83,2243013,2164099,195159,1091769,53798,7352,conventional,2015,state,California,5755190
11/8/2015,0.98,2317859,1758965,216524,813006,36306,6324,conventional,2015,state,California,5148984
11/1/2015,0.95,2369825,2596785,211902,626994,19805,5118,conventional,2015,state,California,5830429
10/25/2015,1.12,1733791,2025016,215623,606393,7596,4043,conventional,2015,state,California,4592462
10/18/2015,1.07,1847991,2286236,217814,633894,10780,2317,conventional,2015,state,California,4999032
10/11/2015,1.08,1757212,2530023,221033,533478,18373,3191,conventional,2015,state,California,5063310
10/4/2015,1.02,1461112,2788318,222261,442924,25572,3594,conventional,2015,state,California,4943781
9/27/2015,1.04,1860050,2635028,206460,496868,13336,5042,conventional,2015,state,California,5216784
9/20/2015,1.14,1702965,2230694,273922,529779,17304,5126,conventional,2015,state,California,4759790
9/13/2015,1.13,1863271,2388023,270794,502057,76298,6065,conventional,2015,state,California,5106508
9/6/2015,1.09,2859326,2077194,240185,591630,33545,4513,conventional,2015,state,California,5806393
8/30/2015,1.08,3104608,1660274,233027,640601,5989,2886,conventional,2015,state,California,5647385
8/23/2015,1.18,2626978,1798911,222083,535184,6574,3491,conventional,2015,state,California,5193221
8/16/2015,1.11,3098709,1731349,208725,572197,2082,3372,conventional,2015,state,California,5616434
8/9/2015,1.1,3260776,2196705,193832,570729,7357,2684,conventional,2015,state,California,6232083
8/2/2015,1.16,2940146,1737846,183471,559588,4954,2235,conventional,2015,state,California,5428240
7/26/2015,1.13,3112922,1636660,209427,590750,5181,2676,conventional,2015,state,California,5557616
7/19/2015,1.18,2805888,1629872,188207,577737,20674,2823,conventional,2015,state,California,5225201
7/12/2015,1.13,2747300,1923893,157478,601359,18032,3575,conventional,2015,state,California,5451637
7/5/2015,1.12,3581150,2120303,254187,731692,27317,3362,conventional,2015,state,California,6718011
6/28/2015,1.1,3163840,1610910,212173,630301,21862,2656,conventional,2015,state,California,5641742
6/21/2015,1.07,3328632,1743509,218424,634245,24278,3510,conventional,2015,state,California,5952598
6/14/2015,0.97,4075881,1771909,210671,657421,22961,2819,conventional,2015,state,California,6741662
6/7/2015,0.98,3614314,1860329,221330,651945,23422,3502,conventional,2015,state,California,6374842
5/31/2015,0.98,3620440,1826497,209443,554225,23083,3215,conventional,2015,state,California,6236903
5/24/2015,1.1,2978397,1873206,195991,546421,24486,3213,conventional,2015,state,California,5621714
5/17/2015,1.08,2923674,1649624,168597,525805,18497,2942,conventional,2015,state,California,5289139
5/10/2015,0.93,4085859,1735132,194576,613601,18366,2824,conventional,2015,state,California,6650358
5/3/2015,0.88,4340117,3403145,192474,609389,19736,2674,conventional,2015,state,California,8567535
4/26/2015,1.15,2421010,1729487,196469,548252,26484,1863,conventional,2015,state,California,4923565
4/19/2015,1.05,3024466,2070974,177355,524768,71989,1529,conventional,2015,state,California,5871081
4/12/2015,1.06,2848184,1988818,185199,532714,79865,1864,conventional,2015,state,California,5636644
4/5/2015,1.12,2754465,1886169,225397,539258,59212,2655,conventional,2015,state,California,5467156
3/29/2015,1.1,2609533,1869271,193578,605995,61959,1486,conventional,2015,state,California,5341822
3/22/2015,1.06,2348618,2314394,195791,681404,30059,1546,conventional,2015,state,California,5571812
3/15/2015,1.06,2962520,1737354,194761,632904,27625,1999,conventional,2015,state,California,5557163
3/8/2015,0.96,3484275,1649936,184721,642307,27241,1765,conventional,2015,state,California,5990245
3/1/2015,0.84,3516551,2460932,170581,515386,34846,1838,conventional,2015,state,California,6700134
2/22/2015,0.96,3210177,1933699,172676,596185,36941,2193,conventional,2015,state,California,5951871
2/15/2015,0.96,3315164,1620462,169908,544991,47018,2403,conventional,2015,state,California,5699946
2/8/2015,0.91,2908845,2200394,149459,553683,56311,2533,conventional,2015,state,California,5871225
2/1/2015,0.85,4794142,3460744,177145,556205,41203,2741,conventional,2015,state,California,9032180
1/25/2015,1.06,2380956,1827783,150536,521004,46809,2796,conventional,2015,state,California,4929884
1/18/2015,1.02,2780860,2108450,121614,520299,36501,3190,conventional,2015,state,California,5570914
1/11/2015,0.92,2889591,2485720,103573,510560,31874,3613,conventional,2015,state,California,6024931
1/4/2015,0.93,2843648,2267755,137480,477193,47883,3376,conventional,2015,state,California,5777335
12/27/2015,0.96,33070,62956,23042,35130,2500,0,conventional,2015,city,Charlotte,156698
12/20/2015,0.98,29500,55521,19843,33273,1782,0,conventional,2015,city,Charlotte,139919
12/13/2015,0.95,31727,62544,23843,35793,3239,0,conventional,2015,city,Charlotte,157146
12/6/2015,0.99,34117,63075,28483,28182,2257,0,conventional,2015,city,Charlotte,156114
11/29/2015,0.95,31911,53471,22686,27376,3415,0,conventional,2015,city,Charlotte,138859
11/22/2015,1,30029,53645,24222,22228,3495,0,conventional,2015,city,Charlotte,133619
11/15/2015,1.01,28544,80245,36861,21132,2500,0,conventional,2015,city,Charlotte,169282
11/8/2015,1.03,30861,54456,49282,28076,1647,0,conventional,2015,city,Charlotte,164322
11/1/2015,1.11,33372,47080,53969,32848,4526,0,conventional,2015,city,Charlotte,171795
10/25/2015,1.27,23094,38357,44883,30219,4368,0,conventional,2015,city,Charlotte,140921
10/18/2015,1.26,22805,54519,44707,31177,3358,0,conventional,2015,city,Charlotte,156566
10/11/2015,1.14,22942,45669,58990,33103,6693,0,conventional,2015,city,Charlotte,167397
10/4/2015,1.22,23649,44671,40367,30389,7662,0,conventional,2015,city,Charlotte,146738
9/27/2015,1.09,24398,54210,58552,27053,4567,0,conventional,2015,city,Charlotte,168780
9/20/2015,1.2,25923,46906,41262,38940,8413,0,conventional,2015,city,Charlotte,161444
9/13/2015,1.19,30123,41617,36469,56910,5958,0,conventional,2015,city,Charlotte,171077
9/6/2015,1.01,35127,62187,64372,59198,6844,0,conventional,2015,city,Charlotte,227728
8/30/2015,1.2,33512,41701,38130,63371,2313,0,conventional,2015,city,Charlotte,179027
8/23/2015,1.15,32281,50476,41678,76846,2018,0,conventional,2015,city,Charlotte,203299
8/16/2015,1.24,32129,42068,41343,60769,2216,0,conventional,2015,city,Charlotte,178525
8/9/2015,1.21,29916,43783,37614,57783,3963,0,conventional,2015,city,Charlotte,173059
8/2/2015,1.24,30200,48687,39735,58628,2072,0,conventional,2015,city,Charlotte,179322
7/26/2015,1.23,30901,39608,39261,62054,2073,0,conventional,2015,city,Charlotte,173897
7/19/2015,1.19,33382,49072,39515,62471,3135,0,conventional,2015,city,Charlotte,187575
7/12/2015,1.18,23581,56317,35107,65681,2170,0,conventional,2015,city,Charlotte,182856
7/5/2015,1.18,30803,73470,40602,67865,3378,0,conventional,2015,city,Charlotte,216118
6/28/2015,1.17,23694,58162,42044,67989,1765,0,conventional,2015,city,Charlotte,193654
6/21/2015,1.17,30951,58913,38260,69426,3622,0,conventional,2015,city,Charlotte,201172
6/14/2015,1.15,31248,64829,41193,67842,1982,0,conventional,2015,city,Charlotte,207094
6/7/2015,1.15,43524,45227,38579,69124,3527,0,conventional,2015,city,Charlotte,199981
5/31/2015,1.19,45688,43260,44530,58991,2162,0,conventional,2015,city,Charlotte,194631
5/24/2015,1.2,43629,59208,46014,59663,4014,0,conventional,2015,city,Charlotte,212528
5/17/2015,1.21,44340,46424,40249,57584,2203,0,conventional,2015,city,Charlotte,190800
5/10/2015,1.19,47626,42864,38370,61760,2147,0,conventional,2015,city,Charlotte,192767
5/3/2015,1,50203,69447,77627,58626,5589,0,conventional,2015,city,Charlotte,261492
4/26/2015,1.2,39481,44797,37961,58701,1201,0,conventional,2015,city,Charlotte,182141
4/19/2015,1.18,38330,41954,36041,63182,1436,0,conventional,2015,city,Charlotte,180943
4/12/2015,1.17,48793,50390,39638,61787,3396,0,conventional,2015,city,Charlotte,204004
4/5/2015,1.19,43112,40448,36210,56451,1599,99,conventional,2015,city,Charlotte,177919
3/29/2015,1.23,34498,50741,40688,51856,1005,0,conventional,2015,city,Charlotte,178788
3/22/2015,1.19,41638,44727,37099,56444,2968,0,conventional,2015,city,Charlotte,182876
3/15/2015,1.19,39138,48596,43740,51028,1442,0,conventional,2015,city,Charlotte,183944
3/8/2015,1.25,29980,39245,36250,52538,1374,0,conventional,2015,city,Charlotte,159387
3/1/2015,1.18,45465,40007,34949,52874,2852,0,conventional,2015,city,Charlotte,176147
2/22/2015,1.08,44680,48499,61590,44920,2053,0,conventional,2015,city,Charlotte,201742
2/15/2015,1.22,28228,38592,40431,40420,9128,0,conventional,2015,city,Charlotte,156799
2/8/2015,1.17,31509,35567,31779,41921,9363,0,conventional,2015,city,Charlotte,150139
2/1/2015,0.98,52916,71210,80814,33450,15620,0,conventional,2015,city,Charlotte,254010
1/25/2015,1.18,37383,44001,31576,41623,12686,0,conventional,2015,city,Charlotte,167269
1/18/2015,1.25,26463,40476,38677,33997,13058,0,conventional,2015,city,Charlotte,152671
1/11/2015,1.26,31586,38119,40802,38822,10614,0,conventional,2015,city,Charlotte,159943
1/4/2015,1.19,29419,47221,38569,44329,6469,0,conventional,2015,city,Charlotte,166007
12/27/2015,0.93,42799,445219,78378,83067,1618,10057,conventional,2015,city,Chicago,661138
12/20/2015,0.91,35725,464574,96306,76241,9593,8230,conventional,2015,city,Chicago,690669
12/13/2015,1.07,40380,451470,94163,76829,5694,65,conventional,2015,city,Chicago,668601
12/6/2015,1.14,53173,455048,92888,62473,421,17,conventional,2015,city,Chicago,664020
11/29/2015,1.11,42851,422479,74989,61863,299,0,conventional,2015,city,Chicago,602481
11/22/2015,0.94,34868,553545,89732,73457,294,0,conventional,2015,city,Chicago,751896
11/15/2015,1.17,31286,441754,93857,74724,261,0,conventional,2015,city,Chicago,641882
11/8/2015,1.01,44528,498562,101889,65842,324,0,conventional,2015,city,Chicago,711145
11/1/2015,1,69420,562215,106537,68448,422,0,conventional,2015,city,Chicago,807042
10/25/2015,1.12,59161,454353,108012,65795,323,6,conventional,2015,city,Chicago,687650
10/18/2015,1.15,25883,482992,118311,62077,286,754,conventional,2015,city,Chicago,690303
10/11/2015,1.08,16455,503814,119996,65145,529,2975,conventional,2015,city,Chicago,708914
10/4/2015,1.18,14269,485262,105711,66015,2240,1675,conventional,2015,city,Chicago,675172
9/27/2015,1.15,16484,532029,101194,63370,2923,4501,conventional,2015,city,Chicago,720501
9/20/2015,1.19,16478,534644,103104,71196,3317,379,conventional,2015,city,Chicago,729118
9/13/2015,1.19,17172,546965,128620,78368,3810,736,conventional,2015,city,Chicago,775671
9/6/2015,1.11,17596,581941,122938,82905,3290,7,conventional,2015,city,Chicago,808677
8/30/2015,1.12,17363,570147,112344,71627,2205,87,conventional,2015,city,Chicago,773773
8/23/2015,1.2,17596,550360,103622,77074,2760,439,conventional,2015,city,Chicago,751851
8/16/2015,1.16,19194,609692,104997,80019,3448,341,conventional,2015,city,Chicago,817691
8/9/2015,1.25,18237,526303,104796,79510,1905,373,conventional,2015,city,Chicago,731124
8/2/2015,1.27,21607,559825,97419,79198,2476,502,conventional,2015,city,Chicago,761027
7/26/2015,1.12,26653,577460,99067,83729,3516,907,conventional,2015,city,Chicago,791332
7/19/2015,1.24,20535,560872,116910,92363,3531,2849,conventional,2015,city,Chicago,797060
7/12/2015,1.26,22934,545739,109149,90429,2536,1363,conventional,2015,city,Chicago,772150
7/5/2015,1.24,28423,661207,118635,126579,2236,237,conventional,2015,city,Chicago,937317
6/28/2015,1.21,27392,524477,104595,126836,1896,1055,conventional,2015,city,Chicago,786251
6/21/2015,1.24,34715,536926,122240,107243,1659,2120,conventional,2015,city,Chicago,804903
6/14/2015,1.21,55228,586037,107908,116318,2619,87,conventional,2015,city,Chicago,868197
6/7/2015,1.24,51411,544664,122929,99942,4693,577,conventional,2015,city,Chicago,824216
5/31/2015,1.26,50564,518850,132733,99123,2299,4,conventional,2015,city,Chicago,803573
5/24/2015,1.23,57568,611797,113476,101616,2639,9,conventional,2015,city,Chicago,887105
5/17/2015,1.23,54088,569043,109205,82690,2813,31,conventional,2015,city,Chicago,817870
5/10/2015,1.23,55587,545784,141251,88848,4468,0,conventional,2015,city,Chicago,835938
5/3/2015,1.04,64799,690168,129694,89297,4415,4,conventional,2015,city,Chicago,978377
4/26/2015,1.24,46749,543002,97410,88342,3574,790,conventional,2015,city,Chicago,779867
4/19/2015,1.24,52850,594215,93303,89277,2780,104,conventional,2015,city,Chicago,832529
4/12/2015,1.24,45104,488323,83138,91664,2475,14,conventional,2015,city,Chicago,710718
4/5/2015,1.27,38641,530947,90802,87170,3423,830,conventional,2015,city,Chicago,751813
3/29/2015,1.22,25630,545318,84866,97285,4163,11,conventional,2015,city,Chicago,757273
3/22/2015,1.21,29308,596342,83938,87394,2925,39,conventional,2015,city,Chicago,799946
3/15/2015,1.09,30101,600833,98822,93313,3915,27,conventional,2015,city,Chicago,827011
3/8/2015,1.18,27489,523118,112934,107215,2235,5,conventional,2015,city,Chicago,772996
3/1/2015,1.09,24137,637043,111791,88092,2289,39,conventional,2015,city,Chicago,863391
2/22/2015,1.18,39072,533387,106178,90447,3977,16,conventional,2015,city,Chicago,773077
2/15/2015,1.17,29712,488592,110447,92519,5113,20,conventional,2015,city,Chicago,726403
2/8/2015,1.13,28217,499138,119634,78981,3273,82,conventional,2015,city,Chicago,729325
2/1/2015,0.91,50784,824745,164884,89517,3449,112,conventional,2015,city,Chicago,1133491
1/25/2015,1.22,26118,488218,145882,75868,9266,88,conventional,2015,city,Chicago,745440
1/18/2015,1.14,24918,533718,140240,95516,3312,38,conventional,2015,city,Chicago,797742
1/11/2015,1.15,31240,558488,133849,74716,4539,43,conventional,2015,city,Chicago,802875
1/4/2015,1.11,30270,550752,124506,72888,4651,0,conventional,2015,city,Chicago,783067
12/27/2015,0.87,2633,100444,9547,14051,30968,5351,conventional,2015,city,CincinnatiDayton,162994
12/20/2015,0.85,2732,108931,7517,12118,39680,4448,conventional,2015,city,CincinnatiDayton,175426
12/13/2015,0.79,3803,123545,4574,15835,58784,846,conventional,2015,city,CincinnatiDayton,207387
12/6/2015,0.83,2915,129979,15476,13539,42886,2719,conventional,2015,city,CincinnatiDayton,207514
11/29/2015,0.88,2399,94094,5886,12785,24850,1342,conventional,2015,city,CincinnatiDayton,141356
11/22/2015,0.89,2566,115591,9596,13805,31447,1889,conventional,2015,city,CincinnatiDayton,174894
11/15/2015,0.88,2680,129292,4906,15734,40083,1029,conventional,2015,city,CincinnatiDayton,193724
11/8/2015,0.87,2979,156268,19577,12990,42510,4747,conventional,2015,city,CincinnatiDayton,239071
11/1/2015,0.93,2998,166868,13268,14831,53585,3210,conventional,2015,city,CincinnatiDayton,254760
10/25/2015,1.01,2265,132626,9187,12423,45209,1972,conventional,2015,city,CincinnatiDayton,203682
10/18/2015,0.98,2297,131738,8932,17415,24553,1110,conventional,2015,city,CincinnatiDayton,186045
10/11/2015,0.91,2251,146962,13778,16192,31743,2601,conventional,2015,city,CincinnatiDayton,213527
10/4/2015,0.93,2133,157238,11768,16488,45980,1637,conventional,2015,city,CincinnatiDayton,235244
9/27/2015,1.08,2221,138938,11725,12344,34342,2443,conventional,2015,city,CincinnatiDayton,202013
9/20/2015,1.05,3128,139043,21180,12353,29601,5140,conventional,2015,city,CincinnatiDayton,210445
9/13/2015,1.05,2195,139864,18310,17272,34690,4218,conventional,2015,city,CincinnatiDayton,216549
9/6/2015,1.02,2463,154106,8957,19499,45313,1820,conventional,2015,city,CincinnatiDayton,232158
8/30/2015,1.01,2624,153833,14357,17805,42734,2780,conventional,2015,city,CincinnatiDayton,234133
8/23/2015,1.05,2751,141969,5300,15962,41548,1079,conventional,2015,city,CincinnatiDayton,208609
8/16/2015,1.01,2473,146748,21571,16807,41443,5308,conventional,2015,city,CincinnatiDayton,234350
8/9/2015,1.08,2358,144958,10922,19934,34194,2009,conventional,2015,city,CincinnatiDayton,214375
8/2/2015,1.09,2443,142848,9778,16180,33164,1708,conventional,2015,city,CincinnatiDayton,206121
7/26/2015,1.03,2474,139527,5692,24770,43021,1127,conventional,2015,city,CincinnatiDayton,216611
7/19/2015,1.06,3726,146966,14449,21471,33783,3084,conventional,2015,city,CincinnatiDayton,223479
7/12/2015,1.03,3503,148643,4243,23226,37926,629,conventional,2015,city,CincinnatiDayton,218170
7/5/2015,1.03,3238,165480,10202,27500,43027,1179,conventional,2015,city,CincinnatiDayton,250626
6/28/2015,1.01,3691,144984,3667,34099,38098,627,conventional,2015,city,CincinnatiDayton,225166
6/21/2015,1.02,3795,158957,15259,25432,37441,2127,conventional,2015,city,CincinnatiDayton,243011
6/14/2015,1.05,6856,145975,10047,30258,34920,1307,conventional,2015,city,CincinnatiDayton,229363
6/7/2015,1.07,10630,146360,14602,23652,36952,2786,conventional,2015,city,CincinnatiDayton,234982
5/31/2015,1.06,10459,143894,4652,20976,41426,975,conventional,2015,city,CincinnatiDayton,222382
5/24/2015,1.1,10259,152036,4491,24487,30171,947,conventional,2015,city,CincinnatiDayton,222391
5/17/2015,1.04,10240,150324,14524,18092,38536,2864,conventional,2015,city,CincinnatiDayton,234580
5/10/2015,1.06,11982,172174,2408,22507,50265,263,conventional,2015,city,CincinnatiDayton,259599
5/3/2015,1.08,11469,162213,7282,18316,37361,1499,conventional,2015,city,CincinnatiDayton,238140
4/26/2015,1.06,8217,138764,6904,21522,37783,1278,conventional,2015,city,CincinnatiDayton,214468
4/19/2015,1.02,8229,144901,12959,35196,23102,2591,conventional,2015,city,CincinnatiDayton,226978
4/12/2015,1.02,11177,120830,1306,38219,17270,135,conventional,2015,city,CincinnatiDayton,188937
4/5/2015,1.06,7517,135094,2508,36567,14361,122,conventional,2015,city,CincinnatiDayton,196169
3/29/2015,0.95,3015,122178,2448,46587,23746,391,conventional,2015,city,CincinnatiDayton,198365
3/22/2015,0.98,2968,137561,23368,11317,31773,5732,conventional,2015,city,CincinnatiDayton,212719
3/15/2015,0.94,3551,131234,3387,19570,37402,864,conventional,2015,city,CincinnatiDayton,196008
3/8/2015,0.87,3471,147536,3678,30834,32786,805,conventional,2015,city,CincinnatiDayton,219110
3/1/2015,0.89,3610,157401,18681,14964,28230,4066,conventional,2015,city,CincinnatiDayton,226952
2/22/2015,0.93,4432,134259,3240,18685,21704,753,conventional,2015,city,CincinnatiDayton,183073
2/15/2015,0.94,4399,122866,3067,21356,17557,705,conventional,2015,city,CincinnatiDayton,169950
2/8/2015,0.93,4246,140927,4186,17774,18571,914,conventional,2015,city,CincinnatiDayton,186618
